Word,Length,Freq_HAL,Log_Freq_HAL,NPhon,NSyll,NMorph,POS
syntactical,11,114,4.74,10,4,3,JJ
syntactically,13,201,5.3,11,4,3,RB
syntax,6,8728,9.07,7,2,2,NN
synthesis,9,6742,8.82,8,3,3,NN
synthesize,10,499,6.21,8,3,3,VB
synthesized,11,2709,7.9,9,3,4,VB|JJ
synthesizer,11,1390,7.24,9,4,4,NN
synthesizes,11,45,3.81,10,4,4,VB
synthetic,9,3331,8.11,8,3,2,JJ
synthetics,10,319,5.77,9,3,3,NN
syphilis,8,312,5.74,7,3,1,NN
Syracuse,8,3227,8.08,8,3,1,NN
Syria,5,2033,7.62,5,2,1,NN
Syrian,6,956,6.86,6,2,2,JJ|NN
Syrians,7,269,5.59,7,2,3,NN
syringe,7,697,6.55,6,2,1,NN
syrup,5,1916,7.56,5,2,1,NN
system,6,439448,12.99,6,2,1,NN
systematic,10,2711,7.91,10,4,2,JJ
systematically,14,1485,7.3,12,5,3,RB
systematization,15,5,1.61,13,6,3,NN
systematize,11,9,2.2,10,4,2,VB
systematized,12,40,3.69,11,4,3,VB|JJ
systematizing,13,9,2.2,12,5,3,VB|NN
systemic,8,877,6.78,8,3,2,JJ
systemization,13,13,2.56,11,5,3,NN
systems,7,235694,12.37,7,2,2,NN
system's,8,1963,7.58,7,2,2,encl
dame,4,2947,7.99,3,1,1,NN
Tabasco,7,462,6.14,7,3,1,NN
tabby,5,833,6.73,4,2,1,JJ|NN|VB
tabernacle,10,2091,7.65,8,4,1,NN
tabernacles,11,50,3.91,9,4,2,NN
table,5,56081,10.93,4,2,1,NN|VB
tableau,7,255,5.54,5,2,1,NN
tablecloth,10,80,4.38,8,3,2,NN
tablecloths,11,47,3.85,9,3,3,NN
tables,6,16525,9.71,5,2,2,NN|VB
table's,7,111,4.71,5,2,2,encl
tablespoon,10,1017,6.92,8,3,2,NN
tablespoonful,13,10,2.3,11,4,3,NN
tablespoonfuls,14,14,2.64,12,4,4,NN
tablespoons,11,1489,7.31,9,3,3,NN
tablet,6,7519,8.93,6,2,2,NN
tablets,7,2319,7.75,7,2,3,NN
tableware,9,56,4.03,7,3,2,NN
tabloid,7,1102,7,6,2,1,NN
tabloids,8,380,5.94,7,2,2,NN
taboo,5,1020,6.93,4,2,1,NN
taboos,6,287,5.66,5,2,2,NN
damn,4,30471,10.32,3,1,1,JJ|VB|NN|RB|minor
tabular,7,293,5.68,7,3,2,JJ
tabulate,8,153,5.03,8,3,2,VB
tabulated,9,260,5.56,10,4,3,VB
tabulation,10,119,4.78,9,4,3,NN
tabulations,11,75,4.32,10,4,4,NN
tacit,5,462,6.14,5,2,1,JJ
taciturn,8,25,3.22,7,3,1,NN
damp,4,1712,7.45,4,1,1,NN|VB|JJ
tacked,6,625,6.44,4,1,2,VB
tacking,7,177,5.18,5,2,2,VB
tackle,6,2235,7.71,4,2,1,NN|VB
tackles,7,315,5.75,5,2,2,NN|VB
tacky,5,909,6.81,4,2,2,JJ
dams,4,612,6.42,4,1,2,NN|VB
tactful,7,152,5.02,6,2,2,JJ
tactic,6,3312,8.11,6,2,1,NN
tactical,8,4216,8.35,7,3,2,JJ
tactically,10,176,5.17,8,3,3,RB
tactician,9,95,4.55,7,3,2,NN
tactics,7,7483,8.92,7,2,2,NN
tactile,7,517,6.25,5,2,1,JJ
tactless,8,53,3.97,7,2,2,JJ
tactlessness,12,3,1.1,10,3,3,NN
tactual,7,0,0,7,2,2,JJ
tactually,9,0,0,9,4,NULL,RB
tadpole,7,436,6.08,6,2,1,NN
tadpoles,8,107,4.67,7,2,2,NN
taffy,5,147,4.99,4,2,1,JJ
taffycolored,12,0,0,9,4,3,JJ|VB
Dana,4,5549,8.62,4,2,1,NN
Dane,4,1172,7.07,3,1,1,NN
tagged,6,2941,7.99,4,1,2,VB|JJ
tagging,7,483,6.18,5,2,2,VB
dank,4,594,6.39,4,1,1,JJ|NN
Tahiti,6,438,6.08,6,3,1,NN
Tahitian,8,65,4.17,6,3,2,JJ
Tahoe,5,1323,7.19,4,2,1,NN
dare,4,8885,9.09,3,1,1,VB|NN
tailback,8,24,3.18,6,2,2,NN|VB
tailcoat,8,8,2.08,6,2,NULL,NULL
tailgate,8,153,5.03,6,2,2,NN|VB
taillight,9,64,4.16,6,2,2,NN|VB
tailor,6,1778,7.48,4,2,1,VB|NN
tailored,8,1570,7.36,5,2,2,VB
tailpiece,9,88,4.48,6,2,2,NN
tails,5,2560,7.85,4,1,2,NN|VB
tailspin,8,120,4.79,7,2,2,NN
tailwind,8,65,4.17,7,2,2,NN
taint,5,514,6.24,4,1,1,NN|VB
tainted,7,998,6.91,6,2,2,VB|JJ
Taipei,6,1606,7.38,4,2,1,NN
Taiwan,6,13811,9.53,5,2,1,NN
Taiwanese,9,2474,7.81,7,3,2,JJ|NN
dark,4,71249,11.17,4,1,1,JJ|NN|RB
taken,5,73472,11.2,5,2,2,VB
takeoff,7,941,6.85,5,2,2,NN
takeoffs,8,125,4.83,6,2,3,NN
takeover,8,1791,7.49,6,3,2,NN
taker,5,659,6.49,4,2,2,NN
takes,5,71656,11.18,4,1,2,VB
taking,6,70534,11.16,5,2,2,VB|NN
takings,7,329,5.8,6,2,3,NN
darn,4,4516,8.42,4,1,1,JJ|VB|minor
talcum,6,89,4.49,6,2,1,NN
dart,4,1653,7.41,4,1,1,NN|VB
talebearer,10,120,4.79,7,3,NULL,NN
talent,6,10443,9.25,6,2,1,NN
talented,8,5612,8.63,8,3,2,JJ
talents,7,3149,8.05,7,2,2,NN
tales,5,8259,9.02,4,1,2,NN
taleteller,10,0,0,7,3,NULL,NULL
talisman,8,2421,7.79,8,3,1,NN
talismanic,10,16,2.77,10,4,2,JJ
dash,4,3424,8.14,3,1,1,NN|VB
talkative,9,258,5.55,7,3,2,JJ
talked,6,17380,9.76,4,1,2,VB
talker,6,323,5.78,4,2,2,NN
talkie,6,237,5.47,4,2,2,NN
talking,7,78552,11.27,5,2,2,VB|NN
talks,5,13419,9.5,4,1,2,NN|VB
talky,5,53,3.97,4,2,2,JJ
data,4,203945,12.23,4,2,2,NN
Tallahassee,11,1714,7.45,8,4,1,NN
taller,6,1909,7.55,4,2,2,JJ
tallies,7,75,4.32,5,2,2,NN|VB
tallow,6,92,4.52,4,2,1,NN
tally,5,1108,7.01,4,2,1,NN|VB
tallyho,7,2,0.69,6,3,2,minor|NN
tallyman,8,2,0.69,7,3,NULL,NN
Talmud,6,1089,6.99,6,2,1,NN
talon,5,1271,7.15,5,2,1,NN
talons,6,550,6.31,6,2,2,NN
tamale,6,43,3.76,6,3,1,NN
tambourine,10,181,5.2,8,3,1,NN
date,4,136274,11.82,3,1,1,NN|VB
tamer,5,293,5.68,4,2,2,JJ
taming,6,266,5.58,5,2,2,VB
daub,4,88,4.48,3,1,1,VB|NN
tamper,6,275,5.62,5,2,1,VB
tampering,9,856,6.75,7,3,2,NN|VB
tampon,6,239,5.48,6,2,1,NN
Dave,4,61964,11.03,3,1,1,NN
tandem,6,3064,8.03,6,2,1,NN
dawn,4,8283,9.02,3,1,1,NN|VB
tangency,8,36,3.58,8,3,2,NN
tangent,7,1299,7.17,7,2,2,JJ|NN
tangential,10,520,6.25,8,3,3,JJ
tangents,8,217,5.38,8,2,3,NN
tangerine,9,426,6.05,8,3,1,NN
tangible,8,1527,7.33,7,3,1,JJ
tangibly,8,42,3.74,8,3,2,RB
tangle,6,1898,7.55,5,2,1,NN|VB
tangled,7,1013,6.92,6,2,2,JJ|VB
tango,5,962,6.87,5,2,1,NN|VB
tangos,6,80,4.38,6,2,2,NN|VB
tangy,5,253,5.53,4,2,2,JJ
days,4,158630,11.97,3,1,2,NN
tankard,7,38,3.64,6,2,1,NN
tanker,6,511,6.24,5,2,2,NN
tankers,7,267,5.59,6,2,3,NN
tanks,5,7189,8.88,5,1,2,NN|VB
tanned,6,560,6.33,4,1,2,JJ|VB
tanner,6,912,6.82,4,2,2,NN
tannery,7,120,4.79,6,3,2,NN
tannin,6,96,4.56,5,2,1,NN
tantalize,9,45,3.81,8,3,1,VB
tantalizing,11,222,5.4,10,4,2,VB|NN|JJ
tantalizingly,13,56,4.03,12,5,3,RB
Tantalus,8,98,4.58,7,3,NULL,NN
tantamount,10,607,6.41,9,3,1,JJ
tantrum,7,639,6.46,7,2,1,NN
tantrums,8,436,6.08,8,2,2,NN
Tanzania,8,577,6.36,8,3,1,NN
daze,4,598,6.39,3,1,1,NN|VB
Taoism,6,390,5.97,5,3,2,NN
Taoist,6,432,6.07,5,2,2,NN|JJ
Taoists,7,97,4.57,6,2,3,NN
dead,4,72864,11.2,3,1,1,JJ|NN|RB
tapdance,8,29,3.37,7,2,NULL,NULL
deaf,4,6119,8.72,3,1,1,JJ|NN
taped,5,3398,8.13,4,1,2,VB
taper,5,963,6.87,4,2,1,NN|VB
tapered,7,544,6.3,5,2,2,JJ
tapering,8,272,5.61,6,3,2,VB|JJ
tapes,5,23060,10.05,4,1,2,NN|VB
tapestries,10,208,5.34,9,3,2,NN
tapestry,8,745,6.61,8,3,1,NN
tapeworm,8,196,5.28,6,2,2,NN
tapioca,7,109,4.69,7,4,1,NN
tapped,6,2958,7.99,4,1,2,VB
tapping,7,2056,7.63,5,2,2,VB|NN
taproom,7,17,2.83,6,2,2,NN
deal,4,83766,11.34,3,1,1,NN|VB
dean,4,14488,9.58,3,1,1,NN
dear,4,29554,10.29,3,1,1,JJ|NN|minor
tarantula,9,231,5.44,9,4,1,NN
tardily,7,4,1.39,7,3,3,RB
tardiness,9,79,4.37,8,3,3,NN
tardy,5,88,4.48,5,2,2,JJ
debt,4,14192,9.56,3,1,1,NN
target,6,29601,10.3,6,2,1,NN|VB
targets,7,7105,8.87,7,2,2,NN|VB
target's,8,221,5.4,7,2,2,encl
tariff,6,1000,6.91,5,2,1,NN
tarnish,7,244,5.5,6,2,1,VB|NN
tarnished,9,309,5.73,7,2,2,VB|JJ
tarot,5,1150,7.05,4,2,1,NN|JJ
tarpapered,10,0,0,8,3,3,JJ
tarpaulin,9,20,3,8,3,1,NN
tarpaulins,10,13,2.56,9,3,2,NN
tarpon,6,241,5.48,6,2,1,NN
tarragon,8,127,4.84,7,3,1,NN
tarred,6,239,5.48,4,1,2,VB
tarry,5,177,5.18,4,2,1,VB
tarsal,6,3,1.1,6,2,NULL,JJ|NN
deck,4,28755,10.27,3,1,1,NN|VB
tartan,6,459,6.13,5,2,1,NN
tartar,6,313,5.75,5,2,1,JJ|NN
tartly,6,11,2.4,6,2,2,RB
Tarzan,6,820,6.71,6,2,1,NN
deed,4,1981,7.59,3,1,1,NN
taskmaster,10,1495,7.31,9,3,2,NN
tasks,5,10033,9.21,5,1,2,NN
Tasmania,8,1025,6.93,8,3,1,NN
tassel,6,42,3.74,4,2,1,NN
tassels,7,28,3.33,5,2,2,NN
taste,5,19781,9.89,4,1,1,NN|VB
tasted,6,2190,7.69,6,2,2,VB
tasteful,8,502,6.22,6,2,2,JJ
tasteless,9,1289,7.16,7,2,2,JJ
tastes,6,5805,8.67,5,1,2,NN|VB
tasting,7,1525,7.33,6,2,2,VB
tasty,5,2008,7.6,5,2,2,JJ
tatter,6,19,2.94,4,2,2,NN|VB
tattered,8,414,6.03,5,2,3,JJ
tatters,7,86,4.45,5,2,3,NN|VB
tattle,6,44,3.78,4,2,1,NN|VB
tattoo,6,3407,8.13,4,2,1,NN|VB
tattooed,8,617,6.42,5,2,2,VB
deem,4,1103,7.01,3,1,1,VB
taught,6,18606,9.83,3,1,1,VB
taunt,5,803,6.69,4,1,1,NN|VB
taunted,7,275,5.62,6,2,2,VB
taunting,8,557,6.32,6,2,2,VB
tauntingly,10,12,2.48,8,3,3,RB
taunts,6,316,5.76,5,1,2,NN|VB
Taurus,6,1683,7.43,5,2,1,NN
deep,4,42695,10.66,3,1,1,JJ|NN
tautology,9,416,6.03,8,4,3,NN
tavern,6,987,6.89,5,2,1,NN
taverns,7,107,4.67,6,2,2,NN
tawny,5,128,4.85,4,2,1,JJ
deer,4,4911,8.5,3,1,1,NN
taxable,7,1526,7.33,7,3,2,JJ
taxation,8,4192,8.34,7,3,2,NN
taxed,5,3249,8.09,5,1,2,VB
taxes,5,24494,10.11,6,2,2,NN|VB
deft,4,199,5.29,4,1,1,JJ
taxicab,7,142,4.96,8,3,2,NN
taxidermy,9,27,3.3,9,4,3,NN
taxied,6,84,4.43,6,2,2,VB
taxiing,7,78,4.36,7,3,2,VB|NN|JJ
taximeter,9,1,0,9,4,NULL,NN
taxing,6,1339,7.2,6,2,2,VB
taxis,5,406,6.01,6,2,2,NN|VB
taxonomy,8,503,6.22,9,4,3,NN
taxpayer,8,2245,7.72,7,2,3,NN
taxpayers,9,3765,8.23,8,2,4,NN
taxpayer's,10,200,5.3,8,2,4,encl
taxpaying,9,107,4.67,8,3,3,JJ
Taylor,6,15940,9.68,4,2,1,NN
Taylor's,8,564,6.34,5,2,2,encl
Tchaikovsky,11,330,5.8,8,3,2,NN
defy,4,1119,7.02,4,2,1,VB
teabag,6,49,3.89,5,2,2,NN
teacake,7,53,3.97,5,2,2,NN
teacart,7,0,0,6,2,2,NN
teach,5,22492,10.02,3,1,1,VB
teacher,7,16947,9.74,4,2,2,NN
teachers,8,12939,9.47,5,2,3,NN
teacher's,9,825,6.72,5,2,3,encl
teaches,7,4574,8.43,5,2,2,VB|NN
teaching,8,21953,10,5,2,2,NN|VB
teachings,9,4678,8.45,6,2,3,NN
teacup,6,103,4.63,5,2,2,NN
teagarden,9,28,3.33,7,3,NULL,NN
teahouse,8,31,3.43,5,2,2,NN
teahouses,9,7,1.95,7,3,3,NN
teakettle,9,18,2.89,6,3,2,NN
dell,4,6060,8.71,3,1,1,NN
tealeaf,7,0,0,5,2,2,NN
demo,4,24690,10.11,4,2,1,NN|VB|JJ
teamed,6,572,6.35,4,1,2,VB
teaming,7,335,5.81,5,2,2,VB
teammate,8,544,6.3,6,2,2,NN
teammates,9,770,6.65,7,2,3,NN
teammate's,10,10,2.3,7,2,3,encl
teams,5,26030,10.17,4,1,2,NN|VB
team's,6,1294,7.17,4,1,2,encl
teamster,8,47,3.85,6,2,2,NN
teamsters,9,168,5.12,7,2,3,NN
teamwork,8,1217,7.1,6,2,2,NN
teapot,6,324,5.78,5,2,2,NN
dens,4,115,4.74,4,1,2,NN
tearaway,8,8,2.08,6,3,NULL,NULL
teardrop,8,186,5.23,7,2,2,NN
teargas,7,43,3.76,6,2,2,NN
tearing,7,1934,7.57,5,2,2,VB
tearjerker,10,17,2.83,7,3,3,NN
tearoom,7,35,3.56,5,2,2,NN
tears,5,9280,9.14,4,1,2,NN
dent,4,2465,7.81,4,1,1,NN|VB
tease,5,1423,7.26,3,1,1,NN|VB
teased,6,968,6.88,4,1,2,VB
teaser,6,435,6.08,4,2,2,NN
teasing,7,1632,7.4,5,2,2,JJ|VB
teaspoon,8,1546,7.34,6,2,2,NN
teaspoonfuls,12,23,3.14,10,3,4,NN
teaspoons,9,546,6.3,7,2,3,NN
deny,4,13082,9.48,4,2,1,VB
teaspoonful,11,69,4.23,9,3,3,NN
teatime,7,50,3.91,5,2,2,NN
teats,5,87,4.47,4,1,2,NN
desk,4,13624,9.52,4,1,1,NN
technical,9,97756,11.49,8,3,2,JJ
technicalities,14,603,6.4,12,5,4,NN
technicality,12,441,6.09,11,5,3,NN
technically,11,7926,8.98,8,3,3,RB
technician,10,5039,8.52,7,3,2,NN
technicians,11,2260,7.72,8,3,3,NN
technicolor,11,776,6.65,9,4,2,NN
technique,9,17147,9.75,6,2,1,NN
techniques,10,27258,10.21,7,2,2,NN
technocracy,11,109,4.69,10,4,2,NN
technological,13,6243,8.74,11,5,3,JJ
technologically,15,987,6.89,12,5,4,RB
technologist,12,329,5.8,11,4,3,NN
supervise,9,1463,7.29,7,3,2,VB
supervised,10,1936,7.57,8,3,3,VB
supervises,10,250,5.52,9,4,3,VB
technology,10,111387,11.62,9,4,3,NN
dewy,4,73,4.29,3,2,2,JJ
teddy,5,2632,7.88,4,2,2,NN
tedious,7,2368,7.77,6,2,2,JJ
tedium,6,215,5.37,6,2,2,NN
dial,4,12970,9.47,4,1,1,NN|VB
diam,4,1053,6.96,NULL,NULL,NULL,NULL
teeming,7,199,5.29,5,2,2,VB
teems,5,12,2.48,4,1,2,VB
dibs,4,333,5.81,4,1,NULL,NN
teenage,7,4035,8.3,5,2,2,JJ
teenager,8,2432,7.8,6,3,3,NN
teenagers,9,2688,7.9,7,3,4,NN
teens,5,2540,7.84,4,1,2,NN
teensy,6,221,5.4,5,2,1,JJ
teeny,5,519,6.25,4,2,1,JJ
teenybopper,11,33,3.5,8,4,NULL,NN
teeter,6,150,5.01,4,2,1,VB
teetering,9,132,4.88,6,3,2,VB|NN
teeth,5,10942,9.3,3,1,1,NN
teethe,6,1,0,3,1,1,VB
teething,8,345,5.84,5,2,2,VB
teetotaler,10,36,3.58,7,4,3,NN
teetotaller,11,6,1.79,7,4,3,NN
Teflon,6,1021,6.93,6,2,1,NN
telecast,8,663,6.5,8,3,2,NN
telegram,8,448,6.1,8,3,2,NN
telecommunications,18,22078,10,16,7,6,NN
telegrams,9,275,5.62,9,3,3,NN
telegraph,9,1762,7.47,8,3,2,NN|VB
telegraphed,11,57,4.04,9,3,3,VB
telegrapher,11,4,1.39,9,4,NULL,NULL
telegraphers,12,10,2.3,10,4,NULL,NULL
telegraphic,11,191,5.25,10,4,3,JJ
telegraphing,12,38,3.64,10,4,3,VB|NN
telegraphy,10,107,4.67,9,4,3,NN
teleological,12,124,4.82,11,5,3,JJ
teleology,9,48,3.87,9,5,3,NN
superstar,9,1146,7.04,8,3,2,NN
superstitions,13,250,5.52,10,4,3,NN
supervene,9,1,0,7,3,2,VB
supervened,10,0,0,8,3,3,VB
superstition,12,901,6.8,9,4,2,NN
superstitious,13,498,6.21,10,4,2,JJ
superstructure,14,135,4.91,11,4,3,NN
supervising,11,929,6.83,9,4,3,VB
supervision,11,3457,8.15,8,4,3,NN
supervisor,10,5245,8.57,8,4,3,NN
supervisors,11,1076,6.98,9,4,4,NN
supervisor's,12,120,4.79,9,4,4,encl
supervisory,11,1110,7.01,10,5,3,JJ
supine,6,170,5.14,5,2,1,NN|JJ
supinely,8,3,1.1,7,3,2,RB
supper,6,1170,7.06,4,2,1,NN
suppers,7,30,3.4,5,2,2,NN
supplant,8,172,5.15,7,2,1,VB
supplanted,10,196,5.28,9,3,2,VB
supplanting,11,49,3.89,9,3,2,VB|NN
supple,6,416,6.03,4,2,1,JJ
supplement,10,5209,8.56,9,3,2,NN
supporters,10,6298,8.75,8,3,3,NN
supporting,10,20225,9.91,8,3,2,VB|NN|JJ
supplemental,12,1404,7.25,10,4,3,JJ
supplementary,13,718,6.58,12,5,3,JJ
supplemented,12,555,6.32,11,4,3,VB
supplementing,13,187,5.23,11,4,3,VB|NN
supplements,11,2909,7.98,10,3,3,NN
suppleness,10,67,4.2,7,3,2,NN
suppliant,9,19,2.94,8,2,2,JJ
supplicant,10,433,6.07,9,3,2,NN|JJ
supplicate,10,15,2.71,8,3,2,VB
supplicating,12,7,1.95,10,4,3,VB
supplication,12,183,5.21,9,4,3,NN
supplied,8,9140,9.12,6,2,2,VB
supplier,8,5912,8.68,6,2,2,NN
suppliers,9,5554,8.62,7,2,3,NN
supplies,8,11511,9.35,6,2,2,NN|VB
supply,6,36137,10.5,5,2,1,NN|VB
supplying,9,1889,7.54,7,3,2,VB
support,7,248197,12.42,6,2,1,NN|VB
supported,9,30873,10.34,8,3,2,VB|JJ
supporter,9,2371,7.77,7,3,2,NN
supportive,10,3121,8.05,8,3,2,JJ
supports,8,31028,10.34,7,2,2,VB|NN
suppose,7,33112,10.41,5,2,2,VB
supposed,8,46164,10.74,6,2,3,VB
supposedly,10,13030,9.48,9,4,4,RB
supposes,8,178,5.18,7,3,3,VB
supposing,9,440,6.09,7,3,3,VB
supposition,11,554,6.32,8,4,3,NN
suppositions,12,143,4.96,9,4,4,NN
suppository,11,109,4.69,10,5,3,NN
suppress,8,2665,7.89,6,2,2,VB
suppressed,10,2057,7.63,7,2,3,VB|JJ
suppression,11,2596,7.86,7,3,3,NN
suppressive,11,1684,7.43,8,3,3,JJ
suppressor,10,297,5.69,7,3,3,NN
supranational,13,69,4.23,10,4,3,JJ
supremacist,11,479,6.17,11,4,2,NN|JJ
supremacy,9,1080,6.98,9,4,2,NN
supreme,7,16923,9.74,6,2,1,NN
supremely,9,247,5.51,8,3,2,RB
surcharge,9,1437,7.27,6,2,2,NN
dice,4,14894,9.61,3,1,1,NN
surefire,8,115,4.74,6,2,2,JJ
surefooted,10,9,2.2,8,3,3,JJ
surely,6,17518,9.77,5,2,2,RB
surety,6,151,5.02,6,3,2,NN
died,4,28767,10.27,3,1,2,VB
surface,7,25649,10.15,5,2,1,NN|VB
surfaced,8,892,6.79,6,2,2,VB
surfaceness,11,0,0,8,3,NULL,NULL
surfaces,8,3964,8.29,7,3,2,NN|VB
surfactant,10,57,4.04,9,3,1,NN|JJ
surfactants,11,77,4.34,10,3,2,NN
surfboard,9,162,5.09,7,2,2,NN
surfer,6,2725,7.91,4,2,2,NN
surge,5,4328,8.37,3,1,1,NN|VB
surged,6,308,5.73,4,1,2,VB
surgeon,7,2683,7.89,5,2,2,NN
surgeons,8,874,6.77,6,2,3,NN
surgery,7,8303,9.02,6,3,2,NN
surgical,8,2457,7.81,6,3,2,JJ
surging,7,300,5.7,5,2,2,VB
surly,5,334,5.81,4,2,1,JJ
surmise,7,543,6.3,5,2,1,VB|NN
surmised,8,194,5.27,6,2,2,VB|JJ
surmises,8,37,3.61,7,3,2,NN|VB
surmount,8,56,4.03,6,2,2,VB
surmounted,10,49,3.89,8,3,3,VB
surname,7,2494,7.82,5,2,2,NN
surpass,7,902,6.8,5,2,2,VB
surpassed,9,654,6.48,6,2,3,VB
surplus,7,4051,8.31,6,2,2,NN|JJ
surpluses,9,319,5.77,8,3,3,NN
surprise,8,17697,9.78,6,2,1,NN|VB
surprised,9,22369,10.02,7,2,2,VB|JJ
surprises,9,2005,7.6,8,3,2,NN|VB
surprising,10,6305,8.75,8,3,2,JJ|VB
surprisingly,12,4143,8.33,10,4,3,RB
surreal,7,701,6.55,6,2,2,JJ
surrealism,10,161,5.08,9,4,3,NN
surrealist,10,142,4.96,9,3,3,NN
surrealists,11,163,5.09,10,3,4,NN
surrender,9,4446,8.4,7,3,1,VB|NN
surrendered,11,1108,7.01,8,3,2,VB
surrendering,12,398,5.99,9,4,2,VB|NN
surreptitious,13,74,4.3,10,4,1,JJ
surreptitiously,15,193,5.26,12,5,2,RB
surrogate,9,457,6.12,7,3,3,JJ|NN
surround,8,3286,8.1,6,2,1,VB|NN
surrounded,10,4382,8.39,8,3,2,VB
surrounding,11,7661,8.94,8,3,2,VB|NN
surroundings,12,1538,7.34,9,3,3,NN
surtax,6,47,3.85,6,2,2,NN
surveillance,12,2644,7.88,8,3,2,NN
survey,6,22164,10.01,4,2,2,NN
surveyed,8,955,6.86,5,2,3,VB
surveying,9,754,6.63,6,3,3,VB|NN|JJ
surveyor,8,374,5.92,5,2,3,NN
surveys,7,3419,8.14,5,2,3,NN
survival,8,9737,9.18,6,3,3,NN
survivalist,11,147,4.99,9,4,4,NN
survivalists,12,95,4.55,10,4,5,NN
survivability,13,182,5.2,12,6,4,NN
survivals,9,36,3.58,7,3,4,NN
survive,7,13504,9.51,5,2,2,VB
survived,8,4610,8.44,6,2,3,VB
survives,8,1145,7.04,6,2,3,VB
surviving,9,2627,7.87,7,3,3,VB
survivor,8,1786,7.49,6,3,3,NN
survivors,9,4401,8.39,7,3,4,NN
Susan,5,16261,9.7,4,2,1,NN
Susan's,7,536,6.28,5,2,2,encl
susceptible,11,1908,7.55,9,4,3,JJ|NN
sushi,5,813,6.7,4,2,1,NN
Susie,5,1457,7.28,4,2,1,NN
Susie's,7,190,5.25,5,2,NULL,NULL
suspect,7,27087,10.21,7,2,1,NN
susceptibility,14,330,5.8,13,6,4,NN
suspected,9,4329,8.37,9,3,2,VB|JJ
suspecting,10,333,5.81,9,3,2,VB
suspects,8,2049,7.63,8,2,2,NN
suspend,7,1727,7.45,7,2,2,VB
suspended,9,4602,8.43,9,3,3,VB|JJ
suspender,9,117,4.76,8,3,3,NN
suspenders,10,207,5.33,9,3,4,NN
suspense,8,1310,7.18,7,2,2,NN
suspension,10,5000,8.52,8,3,3,NN
suspensions,11,273,5.61,9,3,4,NN
suspicion,9,2651,7.88,7,3,2,NN
suspicions,10,1020,6.93,8,3,3,NN
suspicious,10,3377,8.12,8,3,2,JJ
suspiciously,12,750,6.62,10,4,3,RB
Sussex,6,1723,7.45,6,2,2,NN
sustain,7,3108,8.04,6,2,2,VB
sustained,9,3117,8.04,7,2,3,VB
sustaining,10,900,6.8,8,3,3,VB
sustains,8,341,5.83,7,2,3,VB
sustenance,10,385,5.95,9,3,3,NN
suture,6,88,4.48,4,2,1,NN
Suzanne,7,2438,7.8,5,2,1,NN
Suzuki,6,1685,7.43,6,3,1,NN
svelte,6,83,4.42,5,1,1,JJ
dies,4,8972,9.1,3,1,2,VB|NN
swabbed,7,41,3.71,5,1,2,VB|JJ
swaddle,7,7,1.95,5,2,1,VB|NN
diet,4,12432,9.43,4,1,1,NN|VB
swagger,7,64,4.16,5,2,1,NN|VB
swaggered,9,16,2.77,6,2,2,VB
swaggering,10,45,3.81,7,3,2,VB
Swahili,7,232,5.45,7,3,1,NN
swallow,7,3184,8.07,5,2,1,VB|NN
swallowed,9,2214,7.7,6,2,2,VB
swallowing,10,952,6.86,7,3,2,VB
swallows,8,428,6.06,6,2,2,NN|VB
swallowtailed,13,0,0,9,3,NULL,NULL
digs,4,687,6.53,4,1,2,NN|VB
swami,5,1062,6.97,5,2,1,NN
swamp,5,5706,8.65,5,1,1,NN|VB
swamped,7,789,6.67,6,1,2,VB
swamping,8,87,4.47,7,2,2,VB|JJ
swamps,6,801,6.69,6,1,2,NN|VB
swampy,6,125,4.83,6,2,2,JJ
dike,4,181,5.2,3,1,1,NN
swank,5,123,4.81,5,1,1,VB
swanky,6,59,4.08,6,2,2,JJ
swanlike,8,1,0,7,2,2,JJ|RB
swans,5,525,6.26,5,1,2,NN|VB
dill,4,491,6.2,3,1,1,NN
swarm,5,2223,7.71,5,1,1,NN|VB
swarmed,7,142,4.96,6,1,2,VB
swarming,8,169,5.13,7,2,2,VB
swarms,6,126,4.84,6,1,2,NN|VB
swarthy,7,99,4.6,6,2,1,JJ
swash,5,35,3.56,4,1,1,NN|VB
swashbuckler,12,82,4.41,9,4,3,NN
swastika,8,484,6.18,8,3,1,NN
dime,4,2557,7.85,3,1,1,NN
swatch,6,164,5.1,4,1,1,NN
swatches,8,90,4.5,6,2,2,NN
swath,5,130,4.87,4,1,1,NN
swathe,6,18,2.89,4,1,1,NN|VB
swathed,7,25,3.22,5,1,2,VB
swathings,9,0,0,7,2,3,NN
swatter,7,39,3.66,5,2,2,NN
dine,4,570,6.35,3,1,1,VB
swayback,8,18,2.89,6,2,NULL,NULL
swayed,6,730,6.59,4,1,2,VB|JJ
swaying,7,472,6.16,5,2,2,VB|NN
swear,5,5027,8.52,4,1,1,VB|NN
swearing,8,923,6.83,6,2,2,NN|VB
swears,6,633,6.45,5,1,2,VB
sweat,5,5086,8.53,4,1,1,NN|VB
sweatband,9,5,1.61,8,2,2,NN
sweated,7,125,4.83,6,2,2,VB
sweater,7,1314,7.18,5,2,2,NN
sweaters,8,407,6.01,6,2,3,NN
sweating,8,1034,6.94,6,2,2,VB
sweatshirt,10,448,6.1,7,2,2,NN
sweatshop,9,77,4.34,7,2,2,NN
sweaty,6,1029,6.94,5,2,2,JJ
Sweden,6,11644,9.36,5,2,2,NN
Sweden's,8,147,4.99,6,2,3,encl
